sensor_data,time,measure_name,measure_value
senor_1,2024-03-29 18:58:38.519000000,temperature,-3.799999952
senor_1,2024-03-29 18:58:38.519000000,humidity,18.0
senor_1,2024-03-29 18:58:37.472000000,humidity,18.0
senor_1,2024-03-29 18:58:36.423000000,humidity,18.0
senor_1,2024-03-29 18:58:35.425000000,temperature,-2.200000048
senor_1,2024-03-29 18:58:35.425000000,humidity,18.0
senor_1,2024-03-29 18:58:34.421000000,temperature,-2.200000048
senor_1,2024-03-29 18:58:34.421000000,humidity,18.0
senor_1,2024-03-29 18:58:33.378000000,temperature,-2.400000095
senor_1,2024-03-29 18:58:33.378000000,humidity,18.0
senor_1,2024-03-29 18:58:32.387000000,temperature,-2.400000095
senor_1,2024-03-29 18:58:32.387000000,humidity,18.0
senor_1,2024-03-29 18:58:31.349000000,temperature,-2.599999905
senor_1,2024-03-29 18:58:31.349000000,humidity,18.0
senor_1,2024-03-29 18:58:30.370000000,temperature,-2.599999905
senor_1,2024-03-29 18:58:30.370000000,humidity,18.0
senor_1,2024-03-29 18:58:29.348000000,temperature,-2.799999952
senor_1,2024-03-29 18:58:29.348000000,humidity,18.0
senor_1,2024-03-29 18:58:28.332000000,temperature,-2.799999952
senor_1,2024-03-29 18:58:28.332000000,humidity,18.0
senor_1,2024-03-29 18:58:27.335000000,humidity,18.0
senor_1,2024-03-29 18:58:26.284000000,humidity,18.0
senor_1,2024-03-29 18:58:25.332000000,temperature,-1.200000048
senor_1,2024-03-29 18:58:25.332000000,humidity,18.0
senor_1,2024-03-29 18:58:24.256000000,temperature,-1.200000048
senor_1,2024-03-29 18:58:24.256000000,humidity,18.0
senor_1,2024-03-29 18:58:23.264000000,temperature,-1.399999976
senor_1,2024-03-29 18:58:23.264000000,humidity,18.0
senor_1,2024-03-29 18:58:22.268000000,temperature,-1.399999976
senor_1,2024-03-29 18:58:22.268000000,humidity,18.0
senor_1,2024-03-29 18:58:21.281000000,temperature,-1.600000024
senor_1,2024-03-29 18:58:21.281000000,humidity,18.0
senor_1,2024-03-29 18:58:20.243000000,temperature,-1.600000024
senor_1,2024-03-29 18:58:20.243000000,humidity,18.0
senor_1,2024-03-29 18:58:19.195000000,temperature,-1.899999976
senor_1,2024-03-29 18:58:19.195000000,humidity,18.0
senor_1,2024-03-29 18:58:18.176000000,temperature,-1.899999976
senor_1,2024-03-29 18:58:18.176000000,humidity,18.0
senor_1,2024-03-29 18:58:17.122000000,temperature,-0.100000001
senor_1,2024-03-29 18:58:17.122000000,humidity,18.0
senor_1,2024-03-29 18:58:16.341000000,temperature,-0.100000001
senor_1,2024-03-29 18:58:16.341000000,humidity,18.0
senor_1,2024-03-29 18:58:15.179000000,temperature,-0.300000012
senor_1,2024-03-29 18:58:15.179000000,humidity,18.0
senor_1,2024-03-29 18:58:14.185000000,temperature,-0.300000012
senor_1,2024-03-29 18:58:14.185000000,humidity,18.0
senor_1,2024-03-29 18:58:13.131000000,temperature,-0.5
senor_1,2024-03-29 18:58:13.131000000,humidity,18.0
senor_1,2024-03-29 18:58:12.105000000,temperature,-0.5
senor_1,2024-03-29 18:58:12.105000000,humidity,18.0
senor_1,2024-03-29 18:58:11.072000000,temperature,-0.699999988
senor_1,2024-03-29 18:58:11.072000000,humidity,18.0
senor_1,2024-03-29 18:58:10.047000000,temperature,-0.699999988
senor_1,2024-03-29 18:58:10.047000000,humidity,18.0
senor_1,2024-03-29 18:58:09.018000000,humidity,17.0
senor_1,2024-03-29 18:58:08.030000000,humidity,17.0
senor_1,2024-03-29 18:58:07.001000000,temperature,0.200000003
senor_1,2024-03-29 18:58:07.001000000,humidity,17.0
senor_1,2024-03-29 18:58:06.029000000,temperature,0.200000003
senor_1,2024-03-29 18:58:06.029000000,humidity,17.0
senor_1,2024-03-29 18:58:05.028000000,temperature,0.5
senor_1,2024-03-29 18:58:05.028000000,humidity,17.0
senor_1,2024-03-29 18:58:04.056000000,temperature,0.5
senor_1,2024-03-29 18:58:04.056000000,humidity,17.0
senor_1,2024-03-29 18:58:02.993000000,temperature,0.699999988
senor_1,2024-03-29 18:58:02.993000000,humidity,17.0
senor_1,2024-03-29 18:58:01.956000000,temperature,0.699999988
senor_1,2024-03-29 18:58:01.956000000,humidity,17.0
senor_1,2024-03-29 18:58:00.922000000,humidity,17.0
senor_1,2024-03-29 18:57:59.943000000,humidity,17.0
senor_1,2024-03-29 18:57:58.883000000,temperature,1.200000048
senor_1,2024-03-29 18:57:58.883000000,humidity,16.0
senor_1,2024-03-29 18:57:57.965000000,temperature,1.200000048
senor_1,2024-03-29 18:57:57.965000000,humidity,16.0
senor_1,2024-03-29 18:57:56.862000000,temperature,1.5
senor_1,2024-03-29 18:57:56.862000000,humidity,16.0
senor_1,2024-03-29 18:57:55.871000000,temperature,1.5
senor_1,2024-03-29 18:57:55.871000000,humidity,16.0
senor_1,2024-03-29 18:57:54.935000000,temperature,1.799999952
senor_1,2024-03-29 18:57:54.935000000,humidity,16.0
senor_1,2024-03-29 18:57:53.841000000,temperature,1.799999952
senor_1,2024-03-29 18:57:53.841000000,humidity,16.0
senor_1,2024-03-29 18:57:52.878000000,temperature,2.099999905
senor_1,2024-03-29 18:57:52.878000000,humidity,16.0
senor_1,2024-03-29 18:57:51.808000000,temperature,2.099999905
senor_1,2024-03-29 18:57:51.808000000,humidity,16.0
senor_1,2024-03-29 18:57:50.766000000,temperature,2.299999952
senor_1,2024-03-29 18:57:50.766000000,humidity,16.0
senor_1,2024-03-29 18:57:49.761000000,temperature,2.299999952
senor_1,2024-03-29 18:57:49.761000000,humidity,16.0
senor_1,2024-03-29 18:57:48.788000000,temperature,2.599999905
senor_1,2024-03-29 18:57:48.788000000,humidity,16.0
senor_1,2024-03-29 18:57:47.875000000,temperature,2.599999905
senor_1,2024-03-29 18:57:47.875000000,humidity,16.0
senor_1,2024-03-29 18:57:46.739000000,temperature,2.900000095
senor_1,2024-03-29 18:57:46.739000000,humidity,16.0
senor_1,2024-03-29 18:57:45.717000000,temperature,2.900000095
senor_1,2024-03-29 18:57:45.717000000,humidity,16.0
senor_1,2024-03-29 18:57:44.754000000,temperature,3.200000048
senor_1,2024-03-29 18:57:44.754000000,humidity,16.0
senor_1,2024-03-29 18:57:43.724000000,temperature,3.200000048
senor_1,2024-03-29 18:57:43.724000000,humidity,16.0
senor_1,2024-03-29 18:57:42.661000000,temperature,3.5
senor_1,2024-03-29 18:57:42.661000000,humidity,16.0
senor_1,2024-03-29 18:57:41.696000000,temperature,3.5
senor_1,2024-03-29 18:57:41.696000000,humidity,16.0
senor_1,2024-03-29 18:57:40.625000000,temperature,3.799999952
senor_1,2024-03-29 18:57:40.625000000,humidity,16.0
senor_1,2024-03-29 18:57:39.647000000,temperature,3.799999952
senor_1,2024-03-29 18:57:39.647000000,humidity,16.0
senor_1,2024-03-29 18:57:38.606000000,temperature,4.099999905
senor_1,2024-03-29 18:57:38.606000000,humidity,16.0
senor_1,2024-03-29 18:57:37.601000000,temperature,4.099999905
senor_1,2024-03-29 18:57:37.601000000,humidity,16.0
senor_1,2024-03-29 18:57:36.591000000,temperature,4.400000095
senor_1,2024-03-29 18:57:36.591000000,humidity,15.0
senor_1,2024-03-29 18:57:35.574000000,temperature,4.400000095
senor_1,2024-03-29 18:57:35.574000000,humidity,15.0
senor_1,2024-03-29 18:57:34.574000000,temperature,4.800000191
senor_1,2024-03-29 18:57:34.574000000,humidity,15.0
senor_1,2024-03-29 18:57:33.535000000,temperature,4.800000191
senor_1,2024-03-29 18:57:33.535000000,humidity,15.0
senor_1,2024-03-29 18:57:32.538000000,temperature,5.099999905
senor_1,2024-03-29 18:57:32.538000000,humidity,15.0
senor_1,2024-03-29 18:57:31.603000000,temperature,5.099999905
senor_1,2024-03-29 18:57:31.603000000,humidity,15.0
senor_1,2024-03-29 18:57:30.495000000,temperature,5.400000095
senor_1,2024-03-29 18:57:30.495000000,humidity,15.0
senor_1,2024-03-29 18:57:29.505000000,temperature,5.400000095
senor_1,2024-03-29 18:57:29.505000000,humidity,15.0
senor_1,2024-03-29 18:57:28.459000000,temperature,5.800000191
senor_1,2024-03-29 18:57:28.459000000,humidity,15.0
senor_1,2024-03-29 18:57:27.481000000,temperature,5.800000191
senor_1,2024-03-29 18:57:27.481000000,humidity,15.0
senor_1,2024-03-29 18:57:26.443000000,temperature,6.099999905
senor_1,2024-03-29 18:57:26.443000000,humidity,14.0
senor_1,2024-03-29 18:57:25.415000000,temperature,6.099999905
senor_1,2024-03-29 18:57:25.415000000,humidity,14.0
senor_1,2024-03-29 18:57:24.422000000,temperature,6.5
senor_1,2024-03-29 18:57:24.422000000,humidity,14.0
senor_1,2024-03-29 18:57:23.533000000,temperature,6.5
senor_1,2024-03-29 18:57:23.533000000,humidity,14.0
senor_1,2024-03-29 18:57:22.465000000,temperature,6.800000191
senor_1,2024-03-29 18:57:22.465000000,humidity,14.0
senor_1,2024-03-29 18:57:21.358000000,temperature,6.800000191
senor_1,2024-03-29 18:57:21.358000000,humidity,14.0
senor_1,2024-03-29 18:57:20.335000000,temperature,7.199999809
senor_1,2024-03-29 18:57:20.335000000,humidity,14.0
senor_1,2024-03-29 18:57:19.342000000,temperature,7.199999809
senor_1,2024-03-29 18:57:19.342000000,humidity,14.0
senor_1,2024-03-29 18:57:18.322000000,temperature,7.599999905
senor_1,2024-03-29 18:57:18.322000000,humidity,14.0
senor_1,2024-03-29 18:57:17.395000000,temperature,7.599999905
senor_1,2024-03-29 18:57:17.395000000,humidity,14.0
senor_1,2024-03-29 18:57:16.285000000,temperature,7.900000095
senor_1,2024-03-29 18:57:16.285000000,humidity,14.0
senor_1,2024-03-29 18:57:15.273000000,temperature,7.900000095
senor_1,2024-03-29 18:57:15.273000000,humidity,14.0
senor_1,2024-03-29 18:57:14.403000000,temperature,8.300000191
senor_1,2024-03-29 18:57:14.403000000,humidity,14.0
senor_1,2024-03-29 18:57:13.284000000,temperature,8.300000191
senor_1,2024-03-29 18:57:13.284000000,humidity,14.0
senor_1,2024-03-29 18:57:12.216000000,temperature,8.699999809
senor_1,2024-03-29 18:57:12.216000000,humidity,14.0
senor_1,2024-03-29 18:57:11.234000000,temperature,8.699999809
senor_1,2024-03-29 18:57:11.234000000,humidity,14.0
senor_1,2024-03-29 18:57:10.220000000,temperature,9.100000381
senor_1,2024-03-29 18:57:10.220000000,humidity,14.0
senor_1,2024-03-29 18:57:09.185000000,temperature,9.100000381
senor_1,2024-03-29 18:57:09.185000000,humidity,14.0
senor_1,2024-03-29 18:57:08.366000000,temperature,9.5
senor_1,2024-03-29 18:57:08.366000000,humidity,14.0
senor_1,2024-03-29 18:57:07.160000000,temperature,9.5
senor_1,2024-03-29 18:57:07.160000000,humidity,14.0
senor_1,2024-03-29 18:57:06.139000000,humidity,14.0
senor_1,2024-03-29 18:57:05.152000000,humidity,14.0
senor_1,2024-03-29 18:57:04.130000000,temperature,10.39999962
senor_1,2024-03-29 18:57:04.130000000,humidity,14.0
senor_1,2024-03-29 18:57:03.130000000,temperature,10.39999962
senor_1,2024-03-29 18:57:03.130000000,humidity,14.0
senor_1,2024-03-29 18:57:02.076000000,temperature,10.80000019
senor_1,2024-03-29 18:57:02.076000000,humidity,14.0
senor_1,2024-03-29 18:57:01.081000000,temperature,10.80000019
senor_1,2024-03-29 18:57:01.081000000,humidity,14.0
senor_1,2024-03-29 18:57:00.065000000,temperature,11.19999981
senor_1,2024-03-29 18:57:00.065000000,humidity,14.0
senor_1,2024-03-29 18:56:59.040000000,temperature,11.19999981
senor_1,2024-03-29 18:56:59.040000000,humidity,14.0
senor_1,2024-03-29 18:56:58.039000000,temperature,11.60000038
senor_1,2024-03-29 18:56:58.039000000,humidity,14.0
senor_1,2024-03-29 18:56:57.049000000,temperature,11.60000038
senor_1,2024-03-29 18:56:57.049000000,humidity,14.0
senor_1,2024-03-29 18:56:56.004000000,temperature,12.10000038
senor_1,2024-03-29 18:56:56.004000000,humidity,14.0
senor_1,2024-03-29 18:56:55.009000000,temperature,12.10000038
senor_1,2024-03-29 18:56:55.009000000,humidity,14.0
senor_1,2024-03-29 18:56:53.996000000,temperature,12.5
senor_1,2024-03-29 18:56:53.996000000,humidity,14.0
senor_1,2024-03-29 18:56:52.973000000,temperature,12.5
senor_1,2024-03-29 18:56:52.973000000,humidity,14.0
senor_1,2024-03-29 18:56:51.926000000,humidity,14.0
senor_1,2024-03-29 18:56:50.956000000,humidity,14.0
senor_1,2024-03-29 18:56:49.902000000,temperature,13.39999962
senor_1,2024-03-29 18:56:49.902000000,humidity,14.0
senor_1,2024-03-29 18:56:48.900000000,temperature,13.39999962
senor_1,2024-03-29 18:56:48.900000000,humidity,14.0
senor_1,2024-03-29 18:56:47.873000000,temperature,13.89999962
senor_1,2024-03-29 18:56:47.873000000,humidity,15.0
senor_1,2024-03-29 18:56:46.880000000,temperature,13.89999962
senor_1,2024-03-29 18:56:46.880000000,humidity,15.0
senor_1,2024-03-29 18:56:45.873000000,temperature,14.30000019
senor_1,2024-03-29 18:56:45.873000000,humidity,15.0
senor_1,2024-03-29 18:56:44.846000000,temperature,14.30000019
senor_1,2024-03-29 18:56:44.846000000,humidity,15.0
senor_1,2024-03-29 18:56:43.860000000,temperature,14.80000019
senor_1,2024-03-29 18:56:43.860000000,humidity,15.0
senor_1,2024-03-29 18:56:42.824000000,temperature,14.80000019
senor_1,2024-03-29 18:56:42.824000000,humidity,15.0
senor_1,2024-03-29 18:56:41.794000000,temperature,15.30000019
senor_1,2024-03-29 18:56:41.794000000,humidity,15.0
senor_1,2024-03-29 18:56:40.802000000,temperature,15.30000019
senor_1,2024-03-29 18:56:40.802000000,humidity,15.0
senor_1,2024-03-29 18:56:39.763000000,temperature,15.69999981
senor_1,2024-03-29 18:56:39.763000000,humidity,15.0
senor_1,2024-03-29 18:56:38.767000000,temperature,15.69999981
senor_1,2024-03-29 18:56:38.767000000,humidity,15.0
senor_1,2024-03-29 18:56:37.781000000,temperature,16.20000076
senor_1,2024-03-29 18:56:37.781000000,humidity,15.0
senor_1,2024-03-29 18:56:36.746000000,temperature,16.20000076
senor_1,2024-03-29 18:56:36.746000000,humidity,15.0
senor_1,2024-03-29 18:56:35.701000000,temperature,16.70000076
senor_1,2024-03-29 18:56:35.701000000,humidity,16.0
senor_1,2024-03-29 18:56:34.730000000,temperature,16.70000076
senor_1,2024-03-29 18:56:34.730000000,humidity,16.0
senor_1,2024-03-29 18:56:33.683000000,temperature,17.20000076
senor_1,2024-03-29 18:56:33.683000000,humidity,16.0
senor_1,2024-03-29 18:56:32.716000000,temperature,17.20000076
senor_1,2024-03-29 18:56:32.716000000,humidity,16.0
senor_1,2024-03-29 18:56:31.639000000,temperature,17.60000038
senor_1,2024-03-29 18:56:31.639000000,humidity,16.0
senor_1,2024-03-29 18:56:30.691000000,temperature,17.60000038
senor_1,2024-03-29 18:56:30.691000000,humidity,16.0
senor_1,2024-03-29 18:56:29.620000000,temperature,18.10000038
senor_1,2024-03-29 18:56:29.620000000,humidity,16.0
senor_1,2024-03-29 18:56:28.632000000,temperature,18.10000038
senor_1,2024-03-29 18:56:28.632000000,humidity,16.0
senor_1,2024-03-29 18:56:27.646000000,temperature,18.60000038
senor_1,2024-03-29 18:56:27.646000000,humidity,17.0
senor_1,2024-03-29 18:56:26.581000000,temperature,18.60000038
senor_1,2024-03-29 18:56:26.581000000,humidity,17.0
senor_1,2024-03-29 18:56:25.590000000,humidity,18.0
senor_1,2024-03-29 18:56:24.600000000,humidity,18.0
senor_1,2024-03-29 18:56:23.563000000,temperature,19.5
senor_1,2024-03-29 18:56:23.563000000,humidity,18.0
senor_1,2024-03-29 18:56:22.628000000,temperature,19.5
senor_1,2024-03-29 18:56:22.628000000,humidity,18.0
senor_1,2024-03-29 18:56:21.593000000,temperature,19.89999962
senor_1,2024-03-29 18:56:21.593000000,humidity,19.0
senor_1,2024-03-29 18:56:20.599000000,temperature,19.89999962
senor_1,2024-03-29 18:56:20.599000000,humidity,19.0
senor_1,2024-03-29 18:56:19.549000000,temperature,20.39999962
senor_1,2024-03-29 18:56:19.549000000,humidity,20.0
senor_1,2024-03-29 18:56:18.517000000,temperature,20.39999962
senor_1,2024-03-29 18:56:18.517000000,humidity,20.0
senor_1,2024-03-29 18:56:17.445000000,temperature,20.79999924
senor_1,2024-03-29 18:56:17.445000000,humidity,21.0
senor_1,2024-03-29 18:56:16.439000000,temperature,20.79999924
senor_1,2024-03-29 18:56:16.439000000,humidity,21.0
senor_1,2024-03-29 18:56:15.457000000,temperature,21.20000076
senor_1,2024-03-29 18:56:15.457000000,humidity,22.0
senor_1,2024-03-29 18:56:14.420000000,temperature,21.20000076
senor_1,2024-03-29 18:56:14.420000000,humidity,22.0
senor_1,2024-03-29 18:56:13.418000000,temperature,21.5
senor_1,2024-03-29 18:56:13.418000000,humidity,23.0
senor_1,2024-03-29 18:56:12.427000000,temperature,21.5
senor_1,2024-03-29 18:56:12.427000000,humidity,23.0
senor_1,2024-03-29 18:56:11.399000000,temperature,21.89999962
senor_1,2024-03-29 18:56:11.399000000,humidity,25.0
senor_1,2024-03-29 18:56:10.398000000,temperature,21.89999962
senor_1,2024-03-29 18:56:10.398000000,humidity,25.0
senor_1,2024-03-29 18:56:09.396000000,temperature,22.20000076
senor_1,2024-03-29 18:56:09.396000000,humidity,26.0
senor_1,2024-03-29 18:56:08.361000000,temperature,22.20000076
senor_1,2024-03-29 18:56:08.361000000,humidity,26.0
senor_1,2024-03-29 18:56:07.317000000,temperature,22.5
senor_1,2024-03-29 18:56:07.317000000,humidity,27.0
senor_1,2024-03-29 18:56:06.305000000,temperature,22.5
senor_1,2024-03-29 18:56:06.305000000,humidity,27.0
senor_1,2024-03-29 18:56:05.282000000,temperature,22.79999924
senor_1,2024-03-29 18:56:05.282000000,humidity,28.0
senor_1,2024-03-29 18:56:04.287000000,temperature,22.79999924
senor_1,2024-03-29 18:56:04.287000000,humidity,28.0
senor_1,2024-03-29 18:56:03.234000000,temperature,23.10000038
senor_1,2024-03-29 18:56:03.234000000,humidity,30.0
senor_1,2024-03-29 18:56:02.243000000,temperature,23.10000038
senor_1,2024-03-29 18:56:02.243000000,humidity,30.0
senor_1,2024-03-29 18:56:01.231000000,temperature,23.29999924
senor_1,2024-03-29 18:56:01.231000000,humidity,31.0
senor_1,2024-03-29 18:56:00.209000000,temperature,23.29999924
senor_1,2024-03-29 18:56:00.209000000,humidity,31.0
senor_1,2024-03-29 18:55:59.195000000,temperature,23.39999962
senor_1,2024-03-29 18:55:59.195000000,humidity,32.0
senor_1,2024-03-29 18:55:58.182000000,temperature,23.39999962
senor_1,2024-03-29 18:55:58.182000000,humidity,32.0
senor_1,2024-03-29 18:55:57.152000000,temperature,23.60000038
senor_1,2024-03-29 18:55:57.152000000,humidity,33.0
senor_1,2024-03-29 18:55:56.155000000,temperature,23.60000038
senor_1,2024-03-29 18:55:56.155000000,humidity,33.0
senor_1,2024-03-29 18:55:55.159000000,temperature,23.60000038
senor_1,2024-03-29 18:55:55.159000000,humidity,34.0
senor_1,2024-03-29 18:55:54.154000000,temperature,23.60000038
senor_1,2024-03-29 18:55:54.154000000,humidity,34.0
senor_1,2024-03-29 18:55:53.088000000,temperature,23.70000076
senor_1,2024-03-29 18:55:53.088000000,humidity,35.0
senor_1,2024-03-29 18:55:52.087000000,temperature,23.70000076
senor_1,2024-03-29 18:55:52.087000000,humidity,35.0
senor_1,2024-03-29 18:55:51.138000000,temperature,23.70000076
senor_1,2024-03-29 18:55:51.138000000,humidity,35.0
senor_1,2024-03-29 18:55:50.061000000,temperature,23.70000076
senor_1,2024-03-29 18:55:50.061000000,humidity,35.0
senor_1,2024-03-29 18:55:49.033000000,temperature,23.70000076
senor_1,2024-03-29 18:55:49.033000000,humidity,35.0
senor_1,2024-03-29 18:55:48.031000000,temperature,23.70000076
senor_1,2024-03-29 18:55:48.031000000,humidity,35.0
senor_1,2024-03-29 18:55:47.022000000,temperature,23.70000076
senor_1,2024-03-29 18:55:47.022000000,humidity,35.0
senor_1,2024-03-29 18:55:46.022000000,temperature,23.70000076
senor_1,2024-03-29 18:55:46.022000000,humidity,35.0
senor_1,2024-03-29 18:55:44.971000000,temperature,23.79999924
senor_1,2024-03-29 18:55:44.971000000,humidity,35.0
senor_1,2024-03-29 18:55:43.969000000,temperature,23.79999924
senor_1,2024-03-29 18:55:43.969000000,humidity,35.0
senor_1,2024-03-29 18:55:43.021000000,temperature,23.79999924
senor_1,2024-03-29 18:55:43.021000000,humidity,35.0
senor_1,2024-03-29 18:55:41.938000000,temperature,23.79999924
senor_1,2024-03-29 18:55:41.938000000,humidity,35.0
senor_1,2024-03-29 18:55:40.915000000,temperature,23.89999962
senor_1,2024-03-29 18:55:40.915000000,humidity,35.0
senor_1,2024-03-29 18:55:39.923000000,temperature,23.89999962
senor_1,2024-03-29 18:55:39.923000000,humidity,35.0
senor_1,2024-03-29 18:55:38.940000000,temperature,23.89999962
senor_1,2024-03-29 18:55:38.940000000,humidity,35.0
senor_1,2024-03-29 18:55:37.889000000,temperature,23.89999962
senor_1,2024-03-29 18:55:37.889000000,humidity,35.0
senor_1,2024-03-29 18:55:36.855000000,temperature,23.89999962
senor_1,2024-03-29 18:55:36.855000000,humidity,35.0
senor_1,2024-03-29 18:55:35.902000000,temperature,23.89999962
senor_1,2024-03-29 18:55:35.902000000,humidity,35.0
senor_1,2024-03-29 18:55:34.870000000,humidity,35.0
senor_1,2024-03-29 18:55:33.905000000,humidity,35.0
senor_1,2024-03-29 18:55:32.808000000,humidity,35.0
senor_1,2024-03-29 18:55:31.858000000,humidity,35.0
senor_1,2024-03-29 18:55:30.798000000,humidity,35.0
senor_1,2024-03-29 18:55:29.802000000,humidity,35.0
senor_1,2024-03-29 18:55:28.768000000,humidity,35.0
senor_1,2024-03-29 18:55:27.762000000,humidity,35.0
senor_1,2024-03-29 18:55:26.709000000,humidity,35.0
senor_1,2024-03-29 18:55:25.722000000,humidity,35.0
senor_1,2024-03-29 18:55:24.735000000,temperature,24.10000038
senor_1,2024-03-29 18:55:24.735000000,humidity,35.0
senor_1,2024-03-29 18:55:23.810000000,temperature,24.10000038
senor_1,2024-03-29 18:55:23.810000000,humidity,35.0
senor_1,2024-03-29 18:55:22.656000000,temperature,24.10000038
senor_1,2024-03-29 18:55:22.656000000,humidity,35.0
senor_1,2024-03-29 18:55:21.680000000,temperature,24.10000038
senor_1,2024-03-29 18:55:21.680000000,humidity,35.0
senor_1,2024-03-29 18:55:20.631000000,temperature,24.10000038
senor_1,2024-03-29 18:55:20.631000000,humidity,35.0
senor_1,2024-03-29 18:55:19.626000000,temperature,24.10000038
senor_1,2024-03-29 18:55:19.626000000,humidity,35.0
senor_1,2024-03-29 18:55:18.621000000,temperature,24.10000038
senor_1,2024-03-29 18:55:18.621000000,humidity,35.0
senor_1,2024-03-29 18:55:17.616000000,temperature,24.10000038
senor_1,2024-03-29 18:55:17.616000000,humidity,35.0
senor_1,2024-03-29 18:55:16.567000000,temperature,24.10000038
senor_1,2024-03-29 18:55:16.567000000,humidity,36.0
senor_1,2024-03-29 18:55:15.631000000,temperature,24.10000038
senor_1,2024-03-29 18:55:15.631000000,humidity,36.0
senor_1,2024-03-29 18:55:14.571000000,temperature,24.10000038
senor_1,2024-03-29 18:55:14.571000000,humidity,36.0
senor_1,2024-03-29 18:55:13.536000000,temperature,24.10000038
senor_1,2024-03-29 18:55:13.536000000,humidity,36.0
senor_1,2024-03-29 18:55:12.519000000,temperature,24.10000038
senor_1,2024-03-29 18:55:12.519000000,humidity,36.0
senor_1,2024-03-29 18:55:11.535000000,temperature,24.10000038
senor_1,2024-03-29 18:55:11.535000000,humidity,36.0
senor_1,2024-03-29 18:55:10.476000000,temperature,24.10000038
senor_1,2024-03-29 18:55:10.476000000,humidity,36.0
senor_1,2024-03-29 18:55:09.472000000,temperature,24.10000038
senor_1,2024-03-29 18:55:09.472000000,humidity,36.0
senor_1,2024-03-29 18:55:08.444000000,temperature,24.10000038
senor_1,2024-03-29 18:55:08.444000000,humidity,36.0
senor_1,2024-03-29 18:55:07.516000000,temperature,24.10000038
senor_1,2024-03-29 18:55:07.516000000,humidity,36.0
senor_1,2024-03-29 18:55:06.533000000,temperature,24.10000038
senor_1,2024-03-29 18:55:06.533000000,humidity,36.0
senor_1,2024-03-29 18:55:05.414000000,temperature,24.10000038
senor_1,2024-03-29 18:55:05.414000000,humidity,36.0
senor_1,2024-03-29 18:55:04.437000000,temperature,24.10000038
senor_1,2024-03-29 18:55:04.437000000,humidity,36.0
senor_1,2024-03-29 18:55:03.395000000,temperature,24.10000038
senor_1,2024-03-29 18:55:03.395000000,humidity,36.0
senor_1,2024-03-29 18:55:02.393000000,humidity,36.0
senor_1,2024-03-29 18:55:01.378000000,humidity,36.0
senor_1,2024-03-29 18:55:00.339000000,humidity,37.0
senor_1,2024-03-29 18:54:59.333000000,humidity,37.0
senor_1,2024-03-29 18:54:58.303000000,humidity,37.0
senor_1,2024-03-29 18:54:57.342000000,humidity,37.0
senor_1,2024-03-29 18:54:56.274000000,humidity,37.0
senor_1,2024-03-29 18:54:55.270000000,humidity,37.0
senor_1,2024-03-29 18:41:54.757000000,temperature,64.5
senor_1,2024-03-29 18:41:54.757000000,humidity,0.0
senor_1,2024-03-29 18:41:53.705000000,temperature,64.5
senor_1,2024-03-29 18:41:53.705000000,humidity,0.0
senor_1,2024-03-29 18:41:52.750000000,temperature,65.5
senor_1,2024-03-29 18:41:52.750000000,humidity,0.0
senor_1,2024-03-29 18:41:51.698000000,temperature,65.5
senor_1,2024-03-29 18:41:51.698000000,humidity,0.0
senor_1,2024-03-29 18:41:50.679000000,temperature,66.40000153
senor_1,2024-03-29 18:41:50.679000000,humidity,0.0
senor_1,2024-03-29 18:41:49.699000000,temperature,66.40000153
senor_1,2024-03-29 18:41:49.699000000,humidity,0.0
senor_1,2024-03-29 18:41:48.639000000,temperature,67.19999695
senor_1,2024-03-29 18:41:48.639000000,humidity,0.0
senor_1,2024-03-29 18:41:47.633000000,temperature,67.19999695
senor_1,2024-03-29 18:41:47.633000000,humidity,0.0
senor_1,2024-03-29 18:41:46.610000000,temperature,67.80000305
senor_1,2024-03-29 18:41:46.610000000,humidity,0.0
senor_1,2024-03-29 18:41:45.611000000,temperature,67.80000305
senor_1,2024-03-29 18:41:45.611000000,humidity,0.0
senor_1,2024-03-29 18:41:44.581000000,temperature,68.5
senor_1,2024-03-29 18:41:44.581000000,humidity,0.0
senor_1,2024-03-29 18:41:43.595000000,temperature,68.5
senor_1,2024-03-29 18:41:43.595000000,humidity,0.0
senor_1,2024-03-29 18:41:42.584000000,temperature,69.19999695
senor_1,2024-03-29 18:41:42.584000000,humidity,0.0
senor_1,2024-03-29 18:41:41.539000000,temperature,69.19999695
senor_1,2024-03-29 18:41:41.539000000,humidity,0.0
senor_1,2024-03-29 18:41:40.554000000,temperature,69.80000305
senor_1,2024-03-29 18:41:40.554000000,humidity,0.0
senor_1,2024-03-29 18:41:39.536000000,temperature,69.80000305
senor_1,2024-03-29 18:41:39.536000000,humidity,0.0
senor_1,2024-03-29 18:41:38.641000000,temperature,70.30000305
senor_1,2024-03-29 18:41:38.641000000,humidity,0.0
senor_1,2024-03-29 18:41:37.528000000,temperature,70.30000305
senor_1,2024-03-29 18:41:37.528000000,humidity,0.0
senor_1,2024-03-29 18:41:36.494000000,temperature,70.69999695
senor_1,2024-03-29 18:41:36.494000000,humidity,0.0
senor_1,2024-03-29 18:41:35.464000000,temperature,70.69999695
senor_1,2024-03-29 18:41:35.464000000,humidity,0.0
senor_1,2024-03-29 18:41:34.440000000,temperature,71.09999847
senor_1,2024-03-29 18:41:34.440000000,humidity,0.0
